locus_tag,gene_name,product,timepoint,log2fc,padj,expression_status,experiment_id
ACZ81_05030,flgH,flagellar basal body L-ring protein FlgH,day 31,4.80663522084554,2.38468036880514e-07,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05070,flaA,flagellin N-terminal helical domain-containing protein,day 31,4.75572935740153,9.2653065727115e-09,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05015,flgE,flagellar hook protein FlgE,day 31,4.41190814971924,1.50303492833866e-08,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05060,flaA,flagellin N-terminal helical domain-containing protein,day 31,4.33706823984782,1.28281605093608e-08,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05065,flaA,flagellin N-terminal helical domain-containing protein,day 31,4.22892920176188,8.41441461125625e-09,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05035,flgI,flagellar basal body P-ring protein FlgI,day 31,4.14106973012288,1.68674419857178e-06,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05045,flgK,flagellar hook-associated protein FlgK,day 31,3.70861975351969,2.50876795235305e-07,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05025,flgG,flagellar basal-body rod protein FlgG,day 31,3.57014497121175,1.33389437920996e-07,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_01420,cheY1,response regulator,day 31,-3.23763370513916,0.0011615348927986,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_04970,,LPP20 family lipoprotein,day 31,2.79225953420003,2.14919575211902e-06,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05220,fliP,flagellar type III secretion system pore protein FliP,day 31,2.37910874684652,1.32151447187748e-05,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05050,flgL,flagellar hook-associated protein FlgL,day 31,2.3331397374471,1.15045065388855e-05,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_01430,cheW,chemotaxis protein CheW,day 31,-2.297194480896,0.0029958198994778,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_18475,aer-1,methyl-accepting chemotaxis protein,day 31,-2.16582520802816,0.0009556084347415,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_13410,,methyl-accepting chemotaxis protein,day 31,2.09657065073649,1.28761985124967e-05,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05170,fliF,flagellar basal-body MS-ring/collar protein FliF,day 31,1.74281088511149,3.27341982950118e-05,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_03155,bdlA,methyl-accepting chemotaxis protein,day 31,-1.67898019154867,0.0013586860070614,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_03270,rpoD,RNA polymerase sigma factor RpoD,day 31,-1.60502783457438,0.0002997744563775,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05150,fleQ,sigma-54 dependent transcriptional regulator,day 31,-1.59049574534098,8.30444332334568e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_04990,cheV,chemotaxis protein CheV,day 31,-1.45824082692464,0.0012380224456217,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05205,fliM,flagellar motor switch protein FliM,day 31,-1.27913570404053,0.0011551166733343,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_01745,,methyl-accepting chemotaxis protein,day 31,1.25935331980387,0.0004996682711198,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_03740,rpoN,RNA polymerase factor sigma-54,day 31,-1.25845432281494,0.0014293523466677,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_16970,tar,methyl-accepting chemotaxis protein,day 31,-1.22056166330973,0.0168281106996649,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_06325,,response regulator,day 31,-1.20776653289795,0.0057063404240406,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_16170,,chemotaxis protein CheX,day 31,-1.06771818796794,0.0051412698856107,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05460,sapA,ABC transporter substrate-binding protein,day 31,1.06310304005941,0.0003729965053043,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_01495,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,day 31,-1.04816150665283,0.0007790223346258,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_00330,fliL2,flagellar basal body-associated protein FliL,day 31,-1.00741227467855,0.0220861140148761,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05280,cheA,chemotaxis protein CheA,day 31,-1.00728829701742,0.0008501240493124,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_13670,chev-2,chemotaxis protein CheV,day 31,-0.957863171895343,0.004020810737151,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05300,cheW,chemotaxis protein CheW,day 31,-0.941688855489093,0.036481153047587,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_16000,bdlA,methyl-accepting chemotaxis protein,day 31,-0.913453102111819,0.0225185532988861,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05085,fliS,flagellar export chaperone FliS,day 31,-0.90345859527588,0.0129210613598662,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05285,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,day 31,-0.903263409932453,0.0650392426446097,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_03485,,HAMP domain-containing methyl-accepting chemotaxis protein,day 31,0.864028612772624,0.0071740275074052,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05035,flgI,flagellar basal body P-ring protein FlgI,day 18,0.85410181681315,0.434963621232566,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05150,fleQ,sigma-54 dependent transcriptional regulator,day 18,-0.847857793172201,0.273364580807332,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05270,cheY,chemotaxis response regulator CheY,day 31,-0.837258974711102,0.0351848816300074,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_11940,,methyl-accepting chemotaxis protein,day 31,0.787414232889814,0.0537387052458144,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05065,flaA,flagellin N-terminal helical domain-containing protein,day 18,0.785830179850261,0.273364580807332,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_18360,cheX,chemotaxis protein CheX,day 31,-0.783033053080241,0.06583479905528,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_11605,,response regulator,day 31,-0.705250104268393,0.0880470161362861,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05070,flaA,flagellin N-terminal helical domain-containing protein,day 18,0.703081766764321,0.314974473801371,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05200,fliL,flagellar basal body-associated protein FliL,day 31,-0.692520459493001,0.0858567415416815,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_12975,pomA,flagellar motor protein PomA,day 31,-0.667075792948405,0.0351848816300074,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05060,flaA,flagellin N-terminal helical domain-containing protein,day 18,0.663941701253253,0.314974473801371,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_03485,,HAMP domain-containing methyl-accepting chemotaxis protein,day 18,0.650512695312497,0.344029734116196,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_11605,,response regulator,day 18,-0.644346872965496,0.561367521538551,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05300,cheW,chemotaxis protein CheW,day 18,0.643573760986331,0.596520714641816,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05015,flgE,flagellar hook protein FlgE,day 18,0.642237981160482,0.352097904824644,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05220,fliP,flagellar type III secretion system pore protein FliP,day 18,0.614696502685544,0.434963621232566,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_04995,cheR,CheR family methyltransferase,day 31,-0.596803983052569,0.03013493242119,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_01475,aer2,methyl-accepting chemotaxis protein,day 31,-0.579127947489419,0.421296965345544,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05275,cheZ,protein phosphatase CheZ,day 31,-0.569495836893717,0.188279743239365,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_03265,,methyl-accepting chemotaxis protein,day 18,0.56703249613444,0.273364580807332,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_00745,,methyl-accepting chemotaxis protein,day 31,0.541434923807781,0.195721220211839,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_11165,,methyl-accepting chemotaxis protein,day 18,0.540333429972329,0.303485580925535,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_12975,pomA,flagellar motor protein PomA,day 18,0.493201573689779,0.534875176680841,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_11940,,methyl-accepting chemotaxis protein,day 18,0.487700780232745,0.742260063043476,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_01420,cheY1,response regulator,day 18,-0.474160512288412,0.961548990561728,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_01450,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,day 31,-0.463327089945477,0.102754084265027,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_12970,motB,flagellar motor protein MotB,day 31,-0.446481386820474,0.508687089846009,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_01485,cheR,CheR family methyltransferase,day 31,-0.439510027567543,0.435516235022949,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05030,flgH,flagellar basal body L-ring protein FlgH,day 18,0.434746424357096,0.837041146854636,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_01485,cheR,CheR family methyltransferase,day 18,-0.42343266805013,0.938240965107968,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_04970,,LPP20 family lipoprotein,day 18,0.420183181762697,0.680244688236115,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05460,sapA,ABC transporter substrate-binding protein,day 18,0.410114924112957,0.434963621232566,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_03270,rpoD,RNA polymerase sigma factor RpoD,day 18,-0.39638582865397,0.742260063043476,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_00745,,methyl-accepting chemotaxis protein,day 18,0.392582575480144,0.900529732955493,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
ACZ81_05270,cheY,chemotaxis response regulator CheY,day 18,0.34919738769531,0.905764289520971,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_axenic
