cluster,direction,timepoint,term_id,term_name,count,bg_count,gene_ratio,fold_enrichment,pvalue,p_adjust,signed_score
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|up,up,day 31,kegg.pathway:ko03010,Ribosome,32,54,32/378,6.187732706251225,7.986684008015019e-20,1.1580691811621778e-17,16.93626549579032
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko03010,Ribosome,30,54,30/327,6.705742439687395,2.246775870008379e-19,3.2578250115121496e-17,16.48707224678492
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko03010,Ribosome,28,54,28/290,7.057215836526182,1.6866436728789287e-18,2.4456333256744466e-16,15.61160865628315
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko03010,Ribosome,29,54,29/334,6.346362829895765,5.931893949779846e-18,8.601246227180777e-16,15.065438619642855
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|down,down,day 89,kegg.pathway:ko02040,Flagellar assembly,30,49,30/563,4.292239098125929,2.7732190251892973e-14,4.021167586524481e-12,-11.39564782682592
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 60|up,up,day 60,kegg.pathway:ko03010,Ribosome,21,54,21/346,4.436255619781631,1.22677398577883e-09,1.7788222793793036e-07,6.7498674397409255
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00240,Pyrimidine metabolism,15,36,15/290,5.670977011494253,9.356767790242517e-09,6.783656647925825e-07,6.168536141836959
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|down,down,days 60+89,kegg.pathway:ko02040,Flagellar assembly,23,49,23/536,3.456480353335364,1.3543917929411668e-08,1.963868099764692e-06,-5.706887684302631
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 60|down,down,day 60,kegg.pathway:ko02030,Bacterial chemotaxis,22,50,22/528,3.2891666666666666,9.161522760319886e-08,6.6421040012319175e-06,-5.177694328555833
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 60|down,down,day 60,kegg.pathway:ko02040,Flagellar assembly,22,49,22/528,3.3562925170068025,5.8505185246046464e-08,6.6421040012319175e-06,-5.177694328555833
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko01110,Biosynthesis of secondary metabolites,55,336,55/334,1.9343901482748787,5.486777906903696e-07,3.97791398250518e-05,4.400344612193797
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|up,up,day 31,kegg.pathway:ko00061,Fatty acid biosynthesis,10,18,10/378,5.8009994121105235,1.253782311999152e-06,9.089921761993853e-05,4.041439854784696
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|down,down,day 31,kegg.pathway:ko02030,Bacterial chemotaxis,20,50,20/493,3.2024340770791073,7.428601317517868e-07,0.00010771471910400908,-3.9677249467589295
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00910,Nitrogen metabolism,8,16,8/290,6.805172413793103,5.908747310815097e-06,0.000285589453356063,3.54425783482947
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|up,up,day 31,kegg.pathway:ko00240,Pyrimidine metabolism,13,36,13/378,3.77064961787184,1.3827842370877665e-05,0.0006683457145924205,3.174998832283121
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko00240,Pyrimidine metabolism,12,36,12/327,4.023445463812437,1.7297414088150614e-05,0.0008360416809272797,3.0777720702338573
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko00910,Nitrogen metabolism,8,16,8/327,6.035168195718654,1.4540894827464594e-05,0.0008360416809272797,3.0777720702338573
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|down,down,days 60+89,kegg.pathway:ko02030,Bacterial chemotaxis,19,50,19/536,2.798246268656716,1.2395328463783744e-05,0.0008986613136243214,-3.046403953804091
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 60|down,down,day 60,kegg.pathway:ko02020,Two-component system,38,146,38/528,1.9456465338314652,2.3057481135766454e-05,0.0011144449215620452,-2.9529413904881516
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko05010,Alzheimer disease,5,6,5/334,9.847804391217565,2.356568363082842e-05,0.0011390080421567071,2.9434732095012768
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 60|up,up,day 60,kegg.pathway:ko00240,Pyrimidine metabolism,12,36,12/346,3.802504816955684,3.072643526914438e-05,0.0014851110380086452,2.828241074029174
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 60|up,up,day 60,kegg.pathway:ko00910,Nitrogen metabolism,8,16,8/346,5.703757225433526,2.2126592830718873e-05,0.0014851110380086452,2.828241074029174
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|down,down,day 89,kegg.pathway:ko02030,Bacterial chemotaxis,19,50,19/563,2.6640497335701596,2.5462007567887632e-05,0.0018459955486718534,-2.733769350541733
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko01110,Biosynthesis of secondary metabolites,44,336,44/290,1.7823070607553364,7.157733304419165e-05,0.0025946783228519474,2.585916476455162
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko05415,Diabetic cardiomyopathy,6,11,6/334,6.445835601524225,0.00011254194308120058,0.004079645436693521,2.3893775799441235
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko00195,Photosynthesis,5,8,5/334,7.385853293413173,0.00019049823857978678,0.005524448918813816,2.257711037725183
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",10,33,10/334,3.581019778624569,0.00025992561553542676,0.006281535708772813,2.201934167041258
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko01232,Nucleotide metabolism,11,44,11/290,3.402586206896552,0.00023819048876576394,0.006907524174207155,2.1606775865118637
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 60|down,down,day 60,kegg.pathway:ko00643,Styrene degradation,5,6,5/528,6.2294823232323235,0.0002248812057108057,0.008151943707016706,-2.088738827997757
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00190,Oxidative phosphorylation,10,39,10/290,3.4898320070733866,0.0003668826023345696,0.008866329556418766,2.052256130258184
